id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
f37e1f03-2d61-4f4d-b27d-78e4a527e0a0,Srta. Olivia da Conceição,1953-07-13,896.631.549-68,21987397,Aragão,AM,Brasil,M,(021) 8571 7520,89663154968@exemplo.com.br,2024-03-16
cd5eddbb-d82c-4694-bec1-dced701cd734,Ayla da Cunha,1989-12-08,121.871.825-37,31638-875,da Mota,MT,Brasil,F,(081) 1613 6004,12187182537@exemplo.com.br,2025-05-27
2d60578b-7d88-4636-9a3c-235029bbcf46,Antonella Campos,1961-11-27,452.801.624-98,72368074,Monteiro de Moreira,PR,Brasil,F,+55 21 0100 1467,45280162498@exemplo.com.br,2024-11-09
191ea901-74ae-4127-aa45-8fbed2fc67fe,Maria Araújo,1982-06-19,965.850.084-59,32381207,Costela Grande,ES,Brasil,F,(011) 0872-8176,96585008459@exemplo.com.br,2024-05-11
0f81d975-a968-41cb-9fa6-18a6c4a80c2b,Yasmin da Paz,1944-05-20,141.951.169-13,31787-070,Cardoso,AM,Brasil,F,+55 51 3364 8597,14195116913@exemplo.com.br,2024-06-24
859a0791-9b1a-41ba-bf54-29456d1f326b,Emanuel Cirino,1973-02-20,171.965.947-78,06893030,Moura,PB,Brasil,F,+55 31 4544-5135,17196594778@exemplo.com.br,2025-07-27
dac7bd3c-d59d-4dd5-b02b-1175e2c56b5b,Antônio Moreira,1944-06-14,444.770.289-71,60604-368,Câmara do Amparo,SC,Brasil,F,(021) 7112-2134,44477028971@exemplo.com.br,2023-12-02
820f9d0c-ea35-4e49-94bd-8109c60be910,Sra. Mirella Cavalcanti,1952-05-22,736.448.164-31,47594803,Marques de Minas,MT,Brasil,F,0900 970 4747,73644816431@exemplo.com.br,2023-09-07
ca838cd9-b66e-4246-aeac-196db5a1dd9b,Brenda Duarte,2005-08-19,956.974.732-94,95914103,Mendes da Prata,AC,Brasil,F,+55 71 4172-5315,95697473294@exemplo.com.br,2023-08-22
5ab22496-7b63-4192-929d-e9ae6f09281e,Olivia Freitas,1991-09-26,569.170.745-79,80687953,Alves da Praia,TO,Brasil,F,(081) 4920-1187,56917074579@exemplo.com.br,2025-03-31
f35b33c8-c081-44f8-9ffe-cef0bbc0bf72,Maria Clara das Neves,1992-02-23,280.252.331-85,21858680,Sá,CE,Brasil,F,41 3198-6340,28025233185@exemplo.com.br,2024-09-21
6418af83-7332-49ce-a352-c3cfabb93b35,Beatriz Aragão,1982-02-24,624.355.765-05,35418887,Oliveira da Praia,AM,Brasil,F,+55 (051) 2727-5839,62435576505@exemplo.com.br,2024-10-18
cc1e5490-28b6-45f6-b81d-dd74b91ac6e3,Diego Duarte,1966-04-19,132.379.405-29,47567-471,Carvalho de Cavalcanti,PR,Brasil,M,(021) 5154 1069,13237940529@exemplo.com.br,2024-02-25
b08a7605-3991-4f5d-85d4-d1c10de3942b,Dr. João Sá,1944-03-02,852.801.733-87,39333687,Rocha,DF,Brasil,M,+55 (051) 3484-7337,85280173387@exemplo.com.br,2024-06-27
f18d12ab-1e6c-4e75-a0c9-876e1a1e973b,Sra. Catarina Alves,1992-10-06,195.232.590-03,68173428,Aparecida de Macedo,PB,Brasil,M,+55 21 5994-1281,19523259003@exemplo.com.br,2023-08-29
a22d08e4-762a-457b-b20c-4120417edb12,Nina Vasconcelos,1985-11-07,377.049.464-13,88610-878,Cunha,PI,Brasil,F,61 7505-3389,37704946413@exemplo.com.br,2024-10-25
59b530f6-ef80-469a-846d-ae8e4c3b3fb5,Dr. Bruno Câmara,1951-06-22,830.220.149-97,33835-832,da Cruz do Oeste,GO,Brasil,M,(011) 7056-4279,83022014997@exemplo.com.br,2024-06-09
01f629b9-04e8-4767-99b9-219a6b2eaa52,Gael Sá,1964-12-20,106.767.563-24,57102907,Silveira de Minas,RJ,Brasil,M,+55 11 7079-7184,10676756324@exemplo.com.br,2023-11-15
dfc12cb4-a32b-4e93-9e64-1c2c2b963215,Srta. Ana Lívia Marques,1934-12-19,874.343.789-46,65526-556,Dias do Amparo,MA,Brasil,M,71 0240 6919,87434378946@exemplo.com.br,2023-11-16
b479bc02-6560-454a-a602-dccfed0ee36a,Maysa Macedo,1992-02-11,283.913.437-86,55967904,Vasconcelos,ES,Brasil,M,(084) 0067-6916,28391343786@exemplo.com.br,2025-06-18
30da8617-b1af-4d7a-a69f-48c6d80af667,Emanuelly Lima,1976-11-26,608.336.905-89,32964-398,Aparecida,AP,Brasil,F,41 3624-1216,60833690589@exemplo.com.br,2024-03-09
5ba399ed-bb7d-4a12-815a-b8ff3e6b26a0,Enzo Gabriel Machado,1981-09-12,966.328.842-46,95854-380,das Neves Grande,PB,Brasil,F,+55 51 4678 8104,96632884246@exemplo.com.br,2024-04-22
8ea0242d-063d-4788-8c26-bfea598cc1af,Maria Alice Macedo,1944-10-13,739.616.098-07,02695893,Rodrigues de Sá,GO,Brasil,F,71 4472-9776,73961609807@exemplo.com.br,2025-04-01
68ea1214-3a35-4ed3-9c25-4e9b705a3ea1,Sr. Davi Lucas Cavalcanti,1963-08-08,524.343.392-99,26804767,Jesus Grande,PA,Brasil,M,84 0246-3946,52434339299@exemplo.com.br,2024-12-14
f5590338-138b-4dea-be7e-50f53d91b860,Vinicius das Neves,1963-04-01,104.980.322-86,45671284,Pereira,MA,Brasil,M,11 0278 8275,10498032286@exemplo.com.br,2024-12-31
90479945-c651-4bce-b601-020247ae60c4,Sophia Caldeira,1975-12-18,613.794.474-38,50245-942,Machado de Silva,AP,Brasil,F,(051) 7092 5441,61379447438@exemplo.com.br,2025-03-05
861ce9d0-66a2-4eaf-b814-732a25dc923d,Enzo Gabriel Silva,1970-03-25,940.817.366-62,01320-633,Ribeiro Verde,ES,Brasil,M,(051) 6386 1236,94081736662@exemplo.com.br,2024-11-02
f47a9a4e-0035-4a31-b6b5-efce75a1a956,Stephany Pereira,1965-04-07,810.896.660-84,16162080,Costela,GO,Brasil,F,(071) 9875 6745,81089666084@exemplo.com.br,2023-12-16
7b8992d3-2b73-4407-a354-c5f70c84e5c2,Gustavo Henrique Lima,1994-04-30,574.528.231-50,76088-401,Rios de da Cruz,SC,Brasil,M,+55 81 2916 0284,57452823150@exemplo.com.br,2023-09-29
0262f73e-ed73-49ec-ae2d-b867f6245f49,Luiz Henrique Araújo,1994-04-26,317.754.986-76,80433623,Monteiro da Prata,AC,Brasil,F,+55 (081) 7724-1025,31775498676@exemplo.com.br,2024-06-06
db9c27ca-0a3f-4a02-ac4a-c2658bf0ee7a,Gabrielly Nascimento,1967-06-13,435.344.728-62,17896946,Correia de Lima,RN,Brasil,M,+55 21 9951 2446,43534472862@exemplo.com.br,2023-11-19
d8e3f0c5-23ec-41df-8610-1860d0d2fc93,Rebeca Cardoso,1974-11-20,814.539.490-24,26217607,Mendonça,PR,Brasil,M,21 2832 9773,81453949024@exemplo.com.br,2024-06-08
3c922f25-956e-4068-9b84-2e687ad7796a,Matteo Moraes,1973-08-05,468.046.211-94,98909-668,Ramos dos Dourados,RN,Brasil,F,+55 (051) 3515 1684,46804621194@exemplo.com.br,2025-06-04
327e2391-8a27-4e5d-b3e5-2f6173c83739,Maria Cecília Novaes,1990-07-16,783.541.798-50,33265-401,Lopes Verde,GO,Brasil,M,41 1796-9724,78354179850@exemplo.com.br,2023-08-10
7b3485e0-89e5-4551-b0d5-2cf5eb1bcc72,Ester Teixeira,1991-08-30,345.382.484-68,37428-532,Garcia Alegre,SP,Brasil,M,+55 (041) 5024 6319,34538248468@exemplo.com.br,2024-05-25
2330fc3a-370e-467f-aa9c-4fa300e19b11,Daniel Teixeira,1982-04-11,090.417.102-55,21358-107,Monteiro das Flores,AL,Brasil,F,+55 (071) 4494 8635,09041710255@exemplo.com.br,2024-06-30
fe4c832d-f628-4495-90a4-ad0b40253fc7,Srta. Maria Flor Leão,1991-11-25,753.544.235-35,06692296,Sampaio,CE,Brasil,M,51 2132 2280,75354423535@exemplo.com.br,2024-12-17
cf0bc1eb-bef1-47e5-b760-eccfc8998109,Juan Pimenta,1936-08-14,969.184.387-19,00267-396,Mendonça,RN,Brasil,F,+55 81 5076 8126,96918438719@exemplo.com.br,2023-12-21
c8d67636-1554-4cb2-b429-d5bed32a63d1,Srta. Joana Souza,2004-11-01,939.682.797-57,21691-803,Marques,DF,Brasil,M,+55 (021) 6079 7684,93968279757@exemplo.com.br,2024-03-13
f08a7559-2dd8-40d0-8269-0a02980c3932,Juan Albuquerque,1993-07-12,037.215.056-90,88908-782,Jesus,MG,Brasil,M,+55 51 6396 5546,03721505690@exemplo.com.br,2024-01-09
870fcf34-88af-4fb6-85b2-8dcbb1ed3e9f,Marcelo da Luz,1935-07-28,390.924.313-59,33428-062,Guerra das Flores,CE,Brasil,F,+55 (011) 0624-7574,39092431359@exemplo.com.br,2024-06-03
e0eb1b48-ce02-419c-99ca-fa7069a4a31c,Dra. Rebeca Pacheco,1972-12-02,140.819.148-58,14476-445,Moraes,AC,Brasil,F,(041) 4145 4477,14081914858@exemplo.com.br,2025-04-05
88f01939-ebe0-46c3-a93f-52abc9b3c290,Sr. Samuel Castro,2004-12-13,283.790.450-43,93887518,Oliveira,PR,Brasil,F,+55 41 3516-7756,28379045043@exemplo.com.br,2025-05-01
b8e92b15-476c-4235-98f6-af871425d522,Maria Luísa Montenegro,1983-04-21,685.630.066-12,48761780,Fernandes,BA,Brasil,F,+55 (071) 6043-7250,68563006612@exemplo.com.br,2025-07-11
69b89c87-feda-48c1-af10-aaf49dcd6da0,Carlos Eduardo Montenegro,1951-12-14,970.068.840-32,83879-107,Alves,AP,Brasil,F,(084) 8599 5683,97006884032@exemplo.com.br,2025-04-20
5a932693-cc4d-468f-850d-b9960badd0a9,Vinicius Almeida,1985-09-24,558.461.328-74,25850878,Rocha de Aparecida,PR,Brasil,M,+55 11 7638 4262,55846132874@exemplo.com.br,2024-01-26
340eca5e-f270-4f20-9e5d-b296153aa4e1,Caleb Azevedo,1992-09-11,846.338.113-12,62659-235,Carvalho,RR,Brasil,M,84 0774-4405,84633811312@exemplo.com.br,2023-08-24
66040b0b-7212-448f-ad1b-da4f95e80fbe,Felipe Lopes,1955-12-21,434.781.321-99,61138784,Castro das Pedras,PR,Brasil,F,41 6186 5214,43478132199@exemplo.com.br,2025-05-11
03b8d3c0-a40b-4008-9919-b55e2789d914,Clarice Câmara,1990-04-18,234.255.220-19,58237-002,Gonçalves das Flores,PA,Brasil,F,+55 31 7509-7531,23425522019@exemplo.com.br,2024-01-12
13abcf8d-1b61-4304-a2e8-51115f2ca41c,Ana Cecília Andrade,1988-02-25,878.621.690-13,48726082,Montenegro do Oeste,MA,Brasil,M,+55 (021) 5550-7095,87862169013@exemplo.com.br,2025-02-14
2288cf8a-1134-4889-91a3-3878b6e46e03,Liam Moreira,1962-06-27,794.065.113-54,22458049,da Rosa,MG,Brasil,M,(031) 3938-8752,79406511354@exemplo.com.br,2024-04-26
619f8003-5430-4037-8973-839f6c2a1e2c,Yago Lima,1976-09-27,972.049.257-83,49736111,Castro,RN,Brasil,F,(081) 7531 6946,97204925783@exemplo.com.br,2024-09-25
ce861f39-b691-41ac-815f-b03fbdd31f29,Dra. Eloah Oliveira,2006-09-17,152.552.961-41,56838640,Sales,RR,Brasil,F,+55 51 7869 6195,15255296141@exemplo.com.br,2023-09-21
20490630-516c-4610-8fd2-8a57400fb78b,Sra. Maria Martins,1941-11-29,491.505.202-24,71658698,Cavalcanti,PB,Brasil,M,21 4316 4442,49150520224@exemplo.com.br,2023-10-24
a78e4b5c-96c9-4ae0-8feb-8f7171d4ac6b,Brayan Santos,1950-07-24,050.210.215-21,96661-576,Pires do Galho,RS,Brasil,M,+55 (041) 5913-5325,05021021521@exemplo.com.br,2024-09-15
777e4a04-063f-415b-890b-265343042d06,Luigi Rocha,1959-08-12,557.698.090-80,95136-949,Gomes,PE,Brasil,M,+55 31 8951-4063,55769809080@exemplo.com.br,2025-02-03
fe81d31b-3403-4001-8bbd-5d8b9f2bab27,Sr. Luiz Felipe da Rosa,1996-04-04,164.538.274-76,94866-163,da Luz,AP,Brasil,M,+55 11 9987-2472,16453827476@exemplo.com.br,2024-04-06
9ea8e3f9-01d2-4c91-a547-cc1f790297f4,Bento Fernandes,1999-04-03,987.148.198-21,20293636,Monteiro Grande,AL,Brasil,F,(021) 9734 4223,98714819821@exemplo.com.br,2024-04-08
4c21556f-1603-47c0-98ed-cbfad7b72baf,Sr. Luiz Gustavo Rezende,2004-11-04,606.881.534-40,00388590,Sá do Amparo,RR,Brasil,M,+55 31 1238-3263,60688153440@exemplo.com.br,2025-05-24
6f3e568c-25f7-44fe-9940-4f42c7db2e66,Ester da Cruz,2002-04-25,879.192.377-48,53622-904,Correia,ES,Brasil,M,0500 718 8544,87919237748@exemplo.com.br,2025-06-14
a05e27fa-b02b-459e-ab3e-8819911aa1af,Lucas Pereira,1945-12-18,468.110.512-66,40836-864,Peixoto,PE,Brasil,M,+55 (071) 7449-0875,46811051266@exemplo.com.br,2024-06-22
3cce81dc-5857-4589-aaf6-3d7b9c26248f,Maria Flor Machado,1973-07-24,251.459.402-58,35729-012,Lopes,PA,Brasil,F,+55 (084) 0332-6426,25145940258@exemplo.com.br,2024-07-07
a4e5d614-e3b7-4b8b-b457-6088724e830e,Lara Duarte,1991-02-15,765.969.366-33,87004718,Farias do Amparo,CE,Brasil,M,+55 (081) 2511-2871,76596936633@exemplo.com.br,2023-11-16
c3c32607-e648-4e3d-9afd-c302074b351b,Nicolas Pacheco,1976-06-22,051.608.799-38,76242-187,Moura,PB,Brasil,F,61 5955 2401,05160879938@exemplo.com.br,2025-03-26
8e58dacc-c783-4f44-98dc-803d9ea580d0,Ravi Leão,1945-02-25,784.055.012-52,52422804,Barbosa de da Cruz,RR,Brasil,F,0900 259 1439,78405501252@exemplo.com.br,2024-09-28
bd35977d-2935-4d7a-9695-3ddb6a3f91a1,Daniela Novaes,2003-09-27,409.608.793-57,92716-299,Montenegro,AP,Brasil,F,(081) 8383 9465,40960879357@exemplo.com.br,2024-08-03
2af15c95-c3d2-45dd-880b-07dfd474832f,Giovanna Moreira,1937-10-02,097.719.153-84,25682-563,Rocha,SE,Brasil,F,+55 (071) 0591 5016,09771915384@exemplo.com.br,2025-01-25
146fc292-b0a1-46d4-bc59-e3267a71ecc1,Maysa Cavalcante,1936-02-21,561.915.097-14,95632-180,Abreu,RR,Brasil,F,+55 71 5581 6687,56191509714@exemplo.com.br,2023-12-25
606a392f-40c1-4d40-9c0e-f94813f0d1da,Rhavi Viana,1945-05-29,563.370.223-39,49763746,Lima do Norte,MA,Brasil,F,+55 (031) 6772-2936,56337022339@exemplo.com.br,2023-12-13
fc1e4f47-fed7-4cc1-8aa3-db64cc27db38,Bruna da Rosa,1988-11-21,433.105.940-28,48651107,Freitas de Minas,RS,Brasil,M,(071) 3645-9948,43310594028@exemplo.com.br,2025-07-07
f6301239-c9ee-4e2c-b45b-d514a58506c5,Henry Almeida,1952-10-22,804.870.152-76,92111-530,Moraes dos Dourados,AM,Brasil,M,+55 31 4321-9390,80487015276@exemplo.com.br,2024-02-20
51df063a-9ade-481b-9ee6-4817f172885e,Cecília Vasconcelos,1947-08-19,909.995.579-73,28669-491,da Cruz,MT,Brasil,M,+55 (041) 7994-8594,90999557973@exemplo.com.br,2023-09-26
0e9c5d3e-b82e-4b2f-8d29-eecf41df5f02,Gabriela Lopes,1971-10-16,578.454.980-79,90123-829,Costa,MS,Brasil,M,+55 61 6735-0175,57845498079@exemplo.com.br,2023-08-25
6357789d-6324-419c-833b-514230ada913,Noah Mendonça,1948-12-08,420.789.904-90,41364483,da Rocha do Galho,RR,Brasil,F,+55 (084) 1525 5886,42078990490@exemplo.com.br,2024-10-20
9c83b7d6-a0b0-4577-9c19-e42fb5ea3313,Dra. Ana Clara Vargas,1989-01-30,572.576.371-07,20902-266,Albuquerque,ES,Brasil,M,71 6372 2330,57257637107@exemplo.com.br,2024-12-13
1934bbdd-0ac3-4a3c-927f-0ffcbd1c50f1,Davi Miguel Rodrigues,2003-07-29,020.991.570-68,93200900,Peixoto,MS,Brasil,M,+55 51 7060 4552,02099157068@exemplo.com.br,2025-06-03
6f0a1ee2-bc5d-4f02-97f3-f05da1e79db4,Breno Caldeira,1937-02-27,242.190.657-34,16731-993,Duarte,RN,Brasil,M,84 4036-4573,24219065734@exemplo.com.br,2024-02-21
ebff95e3-7216-4067-a678-540bada0d903,Joana Camargo,1943-03-01,073.085.271-41,78069-205,Vieira,PI,Brasil,M,(081) 1185 8252,07308527141@exemplo.com.br,2024-11-20
699ca64e-ac0b-4072-a359-7388a72218d3,Marcelo Pires,1936-04-30,022.882.389-80,06185403,da Cunha,MS,Brasil,M,+55 84 1178 0932,02288238980@exemplo.com.br,2024-03-31
0d584002-dbb7-46cc-b939-c125c2766096,Emanuelly Correia,1954-10-01,467.912.175-96,67244641,Novais das Pedras,SE,Brasil,M,0500 775 8573,46791217596@exemplo.com.br,2023-10-08
8e24175e-a0d4-43ff-88f1-ddc143999a3f,Samuel Novais,1944-12-08,057.630.178-42,28461-491,Rezende do Norte,RJ,Brasil,M,(071) 6810-4348,05763017842@exemplo.com.br,2025-06-04
bdd66891-6d49-4c79-b513-e8fd61c839b0,Maria Isis Rezende,1939-02-16,649.014.982-75,78886051,Gomes,RN,Brasil,F,(041) 9049-5443,64901498275@exemplo.com.br,2024-10-19
e1acd6ee-0f63-4352-a0f1-62688300a0a1,Enrico Melo,2005-07-23,493.276.625-90,11226-090,Vieira,RR,Brasil,F,0900 434 2439,49327662590@exemplo.com.br,2023-10-02
30c68bae-5d5e-49d5-9c14-98151002375c,Sr. Pietro Pastor,1952-09-25,017.847.747-97,27730-721,Dias,AP,Brasil,F,51 1547 5874,01784774797@exemplo.com.br,2024-05-26
ed9a40a2-e9e5-4999-a976-d63e14b43c46,Dr. Ian Costa,1958-10-11,354.340.402-05,72610383,Abreu,AC,Brasil,F,(051) 1752-1902,35434040205@exemplo.com.br,2023-11-23
d3e2fc86-e582-425f-8f3d-b13bfe9c792b,Matteo Costa,1974-11-20,573.471.306-59,84464963,da Costa do Campo,AM,Brasil,M,+55 (031) 9300 1191,57347130659@exemplo.com.br,2025-07-03
ff81ab10-ce56-49b3-9fc4-c324335e487c,Dr. Antônio Novais,1943-11-07,281.592.713-60,51442074,Siqueira do Galho,AL,Brasil,M,+55 (051) 6474 7494,28159271360@exemplo.com.br,2025-02-08
921996a7-cd5b-412d-a23b-4e0b7434ec6d,Isabel Novaes,1972-07-13,411.122.666-62,33466-671,Sá,RS,Brasil,F,51 8786 0234,41112266662@exemplo.com.br,2024-12-03
a7a2b647-de89-4ec9-ae0c-f53b9c783076,Ester Lopes,1972-08-30,018.310.810-95,48345-114,Oliveira,AP,Brasil,F,+55 (081) 1098 7468,01831081095@exemplo.com.br,2024-07-01
da893943-9db7-4986-ac6f-4caa6edb51e0,Guilherme Fernandes,1971-12-11,724.807.103-42,57372295,Rocha,SE,Brasil,F,+55 (084) 5717 6970,72480710342@exemplo.com.br,2024-09-14
f2c4b771-1ef9-4e47-94f8-77f6c25b87e0,Daniel Silva,1965-02-05,351.649.800-50,90252-135,Andrade de Fonseca,RR,Brasil,M,11 6532-1308,35164980050@exemplo.com.br,2024-03-08
d8d94e5b-bb9d-4a78-9af6-6bfe4fe89803,Léo Vasconcelos,1980-10-22,572.386.531-57,65462521,Leão,AP,Brasil,M,41 8958 0909,57238653157@exemplo.com.br,2024-11-22
45c843f1-972d-4c40-a89e-3468a19a2a24,Rafaela Jesus,1936-05-26,273.544.512-86,02470-016,Montenegro de Sampaio,AP,Brasil,F,0900 600 0421,27354451286@exemplo.com.br,2024-09-03
65c410f0-ebf3-4374-a29d-ee1c66fa2777,Anthony Gabriel Silva,1986-07-21,854.655.467-14,45473-005,Cirino,PI,Brasil,M,+55 51 9025 1532,85465546714@exemplo.com.br,2024-08-04
5a41e8b8-1295-46c4-838e-a23dcbb0889e,Davi Lucca Novaes,1982-02-14,752.374.278-93,02279993,Alves da Praia,RR,Brasil,F,+55 71 7590-7789,75237427893@exemplo.com.br,2023-09-14
61a37e09-a21a-46e0-9452-1c37c5b9fb79,Isabela Fonseca,1979-07-13,837.943.175-76,38220-515,Nascimento de Moura,SP,Brasil,M,0500 088 7250,83794317576@exemplo.com.br,2024-09-24
37828bf2-d244-4a89-9a87-f7d969ac47ea,Srta. Vitória Rodrigues,1991-08-14,218.105.528-72,98362-962,Sampaio,RR,Brasil,M,+55 84 3501 3109,21810552872@exemplo.com.br,2025-04-23
d1c22d40-fba1-41fa-98ad-e2d679039805,Vitória Montenegro,1946-05-21,842.289.885-36,40728077,Pastor,MG,Brasil,M,(021) 5715-8053,84228988536@exemplo.com.br,2024-11-23
56eb8380-ef97-44c4-b328-35dea1685b41,Sophie Vasconcelos,1938-02-02,921.801.465-98,39139053,da Costa de Peixoto,SP,Brasil,F,+55 (084) 5560 5273,92180146598@exemplo.com.br,2023-09-29
96bb7b35-2c8e-4a33-8ba4-becfa5fb144a,Ana Cecília Nogueira,1984-06-21,268.217.323-73,00260-417,Pereira,PB,Brasil,M,+55 61 5394 1922,26821732373@exemplo.com.br,2024-06-08
6d246385-72e2-47e1-8beb-45af941ec136,Heloisa Silva,1946-06-23,937.909.915-63,33954-300,Freitas de Nascimento,BA,Brasil,M,(021) 7023 0763,93790991563@exemplo.com.br,2024-11-21
2f072088-509d-4f49-ab2b-03017f0f98b2,Ana Lívia da Rocha,1976-01-26,837.260.771-52,16316982,Costela Paulista,MA,Brasil,M,+55 41 7426 8620,83726077152@exemplo.com.br,2024-12-13
fb303229-ae91-4734-83e1-ca734bf88b06,Esther Pires,1964-02-25,330.210.140-34,99876166,da Rocha do Sul,BA,Brasil,M,+55 (021) 4865 7467,33021014034@exemplo.com.br,2024-05-10
fff834f2-82dc-41fb-bb7b-d1306627a604,Dr. Enrico Fernandes,1973-06-27,896.360.543-60,88947-026,Sá,PB,Brasil,F,(011) 6529-3461,89636054360@exemplo.com.br,2024-12-07
fd103e42-2d36-4ac3-9347-c4edfbce3072,Dr. Henry Gabriel Ferreira,1950-02-18,621.558.023-24,92428-160,Marques,AL,Brasil,F,0500-953-7020,62155802324@exemplo.com.br,2024-02-17
b4ffa02f-87de-4def-b021-ec1957b75398,Yan Andrade,1995-09-24,159.670.660-80,46962933,Fogaça,MG,Brasil,F,+55 (084) 3053 9694,15967066080@exemplo.com.br,2023-08-24
fb446da9-17a2-439d-8a11-a17020a559c7,Maria Júlia Ribeiro,2003-02-25,861.011.596-31,25109-009,Cassiano,PI,Brasil,M,+55 (061) 8816-7847,86101159631@exemplo.com.br,2023-08-15
4c2e1c89-40e9-467e-9158-2fa8bdb571d0,Sr. João Pedro Dias,1934-08-18,312.383.492-92,11037624,Martins,SP,Brasil,F,71 8696-1351,31238349292@exemplo.com.br,2023-11-19
6d544778-a722-4d09-b04b-a5b59537f20c,Joana da Cunha,1944-02-13,508.530.375-38,11766519,das Neves,SC,Brasil,F,(084) 1564 6369,50853037538@exemplo.com.br,2025-04-23
c9ebfa01-bf82-4d02-b0b8-9bff56aba3f3,Enzo Sales,1994-10-08,309.770.551-94,81777223,Abreu de Montenegro,RR,Brasil,F,+55 81 1672 4086,30977055194@exemplo.com.br,2024-05-26
589b6cf5-718a-4a6f-93cf-0086b578bbd6,Sr. Gael da Paz,1944-07-20,561.213.554-26,67990425,Carvalho Paulista,AP,Brasil,F,+55 41 0049-4426,56121355426@exemplo.com.br,2024-08-30
bbfde352-81e8-4bbd-8e4f-31a51b9aa1ce,João Lucas Rios,1968-05-20,389.923.008-45,81643557,Aragão de Teixeira,PE,Brasil,F,+55 11 9100 3556,38992300845@exemplo.com.br,2023-11-11
ce133229-54bf-44ab-9281-f80f365bf99d,Sr. Murilo Dias,2000-10-01,393.896.644-29,72664-089,Garcia da Prata,GO,Brasil,F,0300 734 2091,39389664429@exemplo.com.br,2024-10-13
20f47861-3132-4322-a346-e42292de59f7,Ana Vitória da Cruz,1951-06-15,385.210.167-31,50762336,Martins,CE,Brasil,M,(084) 4853 7117,38521016731@exemplo.com.br,2023-09-15
0d614637-c065-4402-ac29-23b94b03a893,Raul Monteiro,1959-07-03,516.460.973-16,39533948,Casa Grande do Campo,PI,Brasil,M,+55 (061) 5637-4100,51646097316@exemplo.com.br,2023-08-16
d733b2be-d35e-451d-a7fc-80a46f794d7d,André Pimenta,1954-12-11,499.717.496-51,88936592,Cassiano das Flores,PE,Brasil,F,0500 187 4202,49971749651@exemplo.com.br,2025-06-13
fc791841-604e-4185-a3ae-5e7a2efc674c,Isabela da Luz,1979-08-18,586.167.213-38,29226319,Teixeira,SC,Brasil,F,+55 (084) 9368 4661,58616721338@exemplo.com.br,2025-01-24
d77a483c-cb83-4d70-9df9-867e6611134b,Pietro Azevedo,1946-11-09,795.224.141-68,66115544,Siqueira,MA,Brasil,F,+55 (071) 7591 3982,79522414168@exemplo.com.br,2023-11-04
a45ac6ef-4954-457d-92c4-8f61eb33e749,Ayla Cassiano,1936-05-17,062.779.339-70,88196869,Jesus das Flores,RR,Brasil,M,+55 (021) 3495 0192,06277933970@exemplo.com.br,2024-10-29
b987c05e-d2fa-40cf-837e-9f6bbc156910,Antônio Alves,1935-04-18,606.182.905-10,56578017,Mendonça,DF,Brasil,M,(051) 6210 6522,60618290510@exemplo.com.br,2024-02-02
9828ba0a-e63f-4249-b917-778714f2f0f1,Srta. Mirella Fogaça,1942-09-27,858.453.377-15,69048884,Vasconcelos,AM,Brasil,M,+55 (061) 9460-1918,85845337715@exemplo.com.br,2025-05-30
d4400faa-94da-40e5-b5fb-e2433626f231,Gael da Costa,1942-11-15,955.874.990-95,26467-817,Silva,PE,Brasil,M,+55 51 9646 4030,95587499095@exemplo.com.br,2024-10-15
57b1e283-b99a-489e-b174-7bdd1f3be0bc,Sra. Maria Júlia Gonçalves,1978-08-05,671.994.893-77,17538-175,Cavalcanti Paulista,SE,Brasil,F,(084) 7128-3719,67199489377@exemplo.com.br,2024-02-06
b1b7759c-b600-4fd9-8f6d-f172c770dc0d,Alana das Neves,1976-05-06,004.533.261-40,94690-510,Caldeira,MG,Brasil,M,(051) 0334-6661,00453326140@exemplo.com.br,2023-11-16
de28926a-01ef-4896-b87e-5d1b101d440f,Erick Marques,1943-02-13,013.195.244-21,90628368,Jesus do Oeste,MG,Brasil,M,+55 71 5663-6042,01319524421@exemplo.com.br,2024-01-26
eb924583-72a6-4566-9e97-2779b9d8c38c,Dra. Manuela Campos,1982-02-16,577.520.555-52,13646697,Melo,SP,Brasil,F,+55 61 6162 3820,57752055552@exemplo.com.br,2024-06-29
1f76ab06-8441-4d4a-81e9-06dc109d2f34,Srta. Maria Laura Almeida,1954-03-08,134.658.767-53,00528-257,Peixoto de Rodrigues,TO,Brasil,F,0800 641 7900,13465876753@exemplo.com.br,2024-10-01
0efb66dc-1d21-4404-87ac-c76152a1be5f,Luara Pereira,1947-06-01,066.560.362-45,65384711,Machado de Casa Grande,AM,Brasil,F,+55 (061) 2267 4751,06656036245@exemplo.com.br,2024-03-30
7dcbe5a8-312c-4b39-90bf-edfb96a85b6e,Ana Cecília Alves,1999-01-10,589.328.649-06,17184948,Brito Alegre,PI,Brasil,M,(084) 7178-7822,58932864906@exemplo.com.br,2024-11-25
b9b99de0-67ad-4b84-9ef5-5a186b7e118f,Lara Costela,1967-06-16,506.758.404-83,02441-594,Sales de da Mota,BA,Brasil,F,61 7938-0567,50675840483@exemplo.com.br,2024-01-21
2e0a5b01-338f-444d-a93e-314637e98b59,Camila da Conceição,1967-09-27,153.318.102-29,87715-218,Fonseca,AL,Brasil,F,61 4074-3154,15331810229@exemplo.com.br,2024-04-18
